183672665;function_rate;;name=swapBuffers_GPU
268006953;function_rate;;name=swapBuffers_GPU
352394283;function_rate;;name=swapBuffers_GPU
434893547;function_rate;;name=swapBuffers_GPU
518389499;function_rate;;name=swapBuffers_GPU
599581845;function_rate;;name=swapBuffers_GPU
681970811;function_rate;;name=swapBuffers_GPU
764387221;function_rate;;name=swapBuffers_GPU
847191333;function_rate;;name=swapBuffers_GPU
930917895;function_rate;;name=swapBuffers_GPU
1014932651;function_rate;;name=swapBuffers_GPU
1097551251;function_rate;;name=swapBuffers_GPU
1180403995;function_rate;;name=swapBuffers_GPU
1264012871;function_rate;;name=swapBuffers_GPU
1349179251;function_rate;;name=swapBuffers_GPU
1430566073;function_rate;;name=swapBuffers_GPU
1513554853;function_rate;;name=swapBuffers_GPU
1598761393;function_rate;;name=swapBuffers_GPU
1680820127;function_rate;;name=swapBuffers_GPU
1761950979;function_rate;;name=swapBuffers_GPU
1846455857;function_rate;;name=swapBuffers_GPU
1929052761;function_rate;;name=swapBuffers_GPU
2012914475;function_rate;;name=swapBuffers_GPU
2094133019;function_rate;;name=swapBuffers_GPU
2178297543;function_rate;;name=swapBuffers_GPU
2263286323;function_rate;;name=swapBuffers_GPU
2346945763;function_rate;;name=swapBuffers_GPU
2430554007;function_rate;;name=swapBuffers_GPU
2515709053;function_rate;;name=swapBuffers_GPU
2596940129;function_rate;;name=swapBuffers_GPU
2680934925;function_rate;;name=swapBuffers_GPU
2763807369;function_rate;;name=swapBuffers_GPU
2845546809;function_rate;;name=swapBuffers_GPU
2930298817;function_rate;;name=swapBuffers_GPU
